"","facility_id","facility_type","utm_x83","utm_y83","permit_number","receipt_number","well_depth","matrix","sample_id","sample_date","methane","ethane","propane","methane_units","delta_13c_c1","d13c_units","fraction","origin","wattenberg"
"1",703230,"Domestic Well",270500,4373724,"113065",NA,220,"GAS",468112,2006-09-11,41.87,1.86,0,"MOL %",-39.72,"per mil",22.510752688172,"Thermogenic",""
"2",703247,"Domestic Well",515253,4438714,"187790",NA,660,"GAS",468142,2003-07-01,63.72,10.97,2.11,"MOL %",-45.44,"per mil",4.87155963302752,"Thermogenic",""
"3",703281,"Domestic Well",525866,4458243,"6590","0280627",240,"GAS",468301,2006-05-30,27.15,2.95,0.52,"MOL %",-44.56,"per mil",7.82420749279539,"Thermogenic",""
"4",704597,"Domestic Well",521049,4452663,"258457","0525972",465,"GAS",475337,2005-12-15,80.45,6.29,2.42,"MOL %",-50.98,"per mil",9.23650975889782,"Thermogenic",""
"5",753031,"Domestic Well",516988,4118876,"184363","0377841",310,"WATER",535633,2013-11-01,87.89,2.3,1.08,"MOL %",-46.79,"per mil",26.0029585798817,"Thermogenic",""
"6",704130,"Domestic Well",505276,4447552,"265213","0542655",35,"GAS",471442,2004-08-26,72.17,13.96,6.33,"MOL %",-48.15,"per mil",3.55692459339576,"Thermogenic",""
"7",703216,"Domestic Well",520765,4454657,"202164",NA,430,"GAS",468057,1997-09-24,83.87,7.55,2.31,"MOL %",-47.1,"per mil",8.50608519269777,"Thermogenic",""
"8",757221,"Commercial",501809,4424776,"8994","9001203",1006,"GAS",468061,1990-03-06,85.2,10.2,2.98,"MOL %",-46.74,"per mil",6.46433990895296,"Thermogenic",""
"9",708101,"Groundwater",517342,4433064,"79088","9065546",866,"GAS",450935,2011-07-08,79.1,8.41,3.03,"MOL %",-51.74,"per mil",6.91433566433566,"Thermogenic",""
"10",705016,"Domestic Well",517140,4455116,"18151","0424206",320,"GAS",473645,2006-09-14,66.74,4.09,1.88,"MOL %",-51.07,"per mil",11.179229480737,"Thermogenic",""
"11",703204,"Domestic Well",240338,4110033,"220159",NA,500,"GAS",468026,2000-12-04,8.96,0.55,0.15,"MOL %",-42.29,"per mil",12.8,"Thermogenic",""
"12",750159,"Ground Water",522526,4451746,"99033","0092855",400,"GAS",530489,2010-09-23,74.94,3.88,0.58,"MOL %",-45.82,"per mil",16.8026905829596,"Thermogenic",""
"13",703353,"Domestic Well",274784,4100619,"183234",NA,240,"GAS",468536,2001-09-10,17.79,2.3,0.56,"MOL %",-48.13,"per mil",6.22027972027972,"Thermogenic",""
"14",703927,"Domestic Well",277291,4373425,"92355",NA,75,"GAS",465737,2009-12-16,33.73,0.37,0.04,"MOL %",-50.94,"per mil",82.2682926829268,"Thermogenic",""
"15",703697,"Domestic Well",519447,4436766,"230143","0467674",743,"GAS",464694,2002-12-12,70.68,16.32,6.43,"MOL %",-48.44,"per mil",3.10681318681319,"Thermogenic",""
"16",705592,"Domestic Well",528959,4442447,"201558",NA,685,"GAS",464303,2009-02-20,79.02,8.52,3.84,"MOL %",-54.9,"per mil",6.39320388349515,"Thermogenic",""
"17",705759,"Ground Water",520863,4455952,"166392",NA,369,"GAS",478449,2009-08-10,34.54,4.35,1.86,"MOL %",-51.56,"per mil",5.56199677938808,"Thermogenic",""
"18",703805,"Domestic Well",231670,4340555,"113344",NA,700,"GAS",464888,2003-02-18,79.88,2.54,0.48,"MOL %",-40.31,"per mil",26.4503311258278,"Thermogenic",""
"19",754563,"Ground Water",532020,4467078,"302431","3675354A",NA,"GAS",553557,2016-09-09,79.57,14.16,4.69,"MOL %",-47.7,"per mil",4.22122015915119,"Thermogenic",""
"20",704769,"Ground Water",538528,4419631,"244247",NA,400,"GAS",458324,2006-10-06,67.19,14.84,5.23,"MOL %",-49.11,"per mil",3.34778276033881,"Thermogenic",""
"21",705746,"Domestic Well",530681,4460159,"280098","3637708B",450,"GAS",478429,2009-08-11,74.92,9.14,4.05,"MOL %",-49.13,"per mil",5.6800606520091,"Thermogenic",""
"22",752764,"Domestic Well",516078,4450401,"220643","0449850",440,"GAS",535869,2013-10-07,6.45,0.42,0.11,"MOL %",-46,"per mil",12.1698113207547,"Thermogenic",""
"23",752407,"Ground Water",519602,4456713,"237725","0483382A",300,"GAS",470012,2009-06-30,79.08,9.91,3.96,"MOL %",-46.08,"per mil",5.7015140591204,"Thermogenic",""
"24",752160,"Ground Water",518077,4119802,"265983","0544287",NA,"WATER",531975,2012-07-19,90.48,1.42,1.23,"MOL %",-48.91,"per mil",34.1433962264151,"Thermogenic",""
"25",752520,"Ground Water",515694,4453791,"15631","9062259",315,"GAS",532772,2013-03-27,50.09,8.98,4.08,"MOL %",-47.4,"per mil",3.8353751914242,"Thermogenic",""
"26",750049,"Ground Water",519259,4444971,"42713","0502053",580,"GAS",533663,2013-05-14,22.53,2.06,0.68,"MOL %",-50.9,"per mil",8.22262773722628,"Thermogenic",""
"27",752670,"Ground Water",533941,4455348,"221524","0451087",450,"GAS",533670,2010-04-30,73.03,8.06,4.77,"MOL %",-51.47,"per mil",5.6921278254092,"Thermogenic",""
"28",752810,"Domestic Well",521246,4451827,"216628","0442717",228,"GAS",534771,2013-09-06,16.36,2.02,0.49,"MOL %",-46.1,"per mil",6.51792828685259,"Thermogenic",""
"29",706573,"Domestic Well",243522,4114422,"188323",NA,216,"GAS",534304,2013-07-11,46.81,0.51,0.05,"MOL %",-43.84,"per mil",83.5892857142857,"Thermogenic",""
"30",752865,"Domestic Well",216289,4116875,"212488","0436058B",500,"GAS",534878,2013-09-09,92.73,0.99,0.0019,"MOL %",-53.97,"per mil",93.4872466982559,"Thermogenic",""
"31",752830,"Domestic Well",218206,4116562,"168615","0349127",525,"GAS",534880,2013-09-03,94.3,1.24,0.02,"MOL %",-54.51,"per mil",74.8412698412698,"Thermogenic",""
"32",753149,"Domestic Well",517176,4121219,"117203","0397588",140,"GAS",537223,2014-03-05,20.35,0.63,0.11,"MOL %",-38.91,"per mil",27.5,"Thermogenic",""
"33",703612,"Domestic Well",517351,4121262,"79200","9089484",200,"GAS",537225,2014-03-05,68.71,1.17,0.03,"MOL %",-48.2,"per mil",57.2583333333333,"Thermogenic",""
"34",753196,"Domestic Well",509543,4428750,"288643","3655701",840,"GAS",536922,2014-03-27,64.41,7.73,2.36,"MOL %",-54.63,"per mil",6.38354806739346,"Thermogenic",""
"35",754506,"Groundwater",531873,4479388,"300414","3673597",340,"GAS",546901,2015-12-11,72,13.18,5.21,"MOL %",-47.1,"per mil",3.91517128874388,"Thermogenic",""
"36",753368,"Commercial",523810,4451820,"278835","3632942",480,"GAS",537881,2014-05-28,9.89,0.84,0.13,"MOL %",-45.98,"per mil",10.1958762886598,"Thermogenic",""
"37",753244,"Domestic Well",519420,4449542,"44369","9064392",330,"GAS",537394,2014-04-24,20.8,2.86,1.04,"MOL %",-45.86,"per mil",5.33333333333333,"Thermogenic",""
"38",752922,"Commercial",526931,4448672,"84411","0422450",520,"GAS",537402,2014-04-25,79.4,7.96,3.23,"MOL %",-54.19,"per mil",7.09562109025916,"Thermogenic",""
"39",754564,"Ground Water",531999,4467125,"302432","3675354B",NA,"GAS",547778,2015-12-22,76.78,8.99,3.43,"MOL %",-48.1,"per mil",6.18196457326892,"Thermogenic",""
"40",754565,"Ground Water",532096,4467075,"302433","3675354C",NA,"GAS",547780,2015-12-23,61.33,9.01,3.36,"MOL %",-47.8,"per mil",4.95796281325788,"Thermogenic",""
"41",754338,"Ground Water",532019,4467086,"53484","0053484",330,"GAS",547784,2015-08-11,35.55,5.19,1.54,"MOL %",-46.6,"per mil",5.28231797919762,"Thermogenic",""
"42",753962,"Commercial",512987,4444248,"68146","3640809",NA,"GAS",548455,2016-01-28,68.93,6.23,1.31,"MOL %",-53.74,"per mil",9.14190981432361,"Thermogenic",""
"43",753988,"Domestic Well",519432,4436636,"79972","0062463",835,"GAS",545351,2015-08-11,74.55,10.03,3.91,"MOL %",-53.23,"per mil",5.34791965566714,"Thermogenic",""
"44",754239,"Domestic Well",526989,4458011,"231162","0470780",530,"GAS",543514,2010-02-19,26.84,3.97,0.31,"MOL %",-43.94,"per mil",6.27102803738318,"Thermogenic",""
"45",754022,"Ground Water",525674,4449137,"272956","3612977",400,"GAS",551023,2016-08-25,5.76,0.19,0,"MOL %",-48.1,"per mil",30.3157894736842,"Thermogenic",""
"46",753680,"Domestic Well",509604,4428950,"288645","3654946",800,"GAS",548199,2016-02-10,16.85,2.26,0.81,"MOL %",-53.02,"per mil",5.4885993485342,"Thermogenic",""
"47",755660,"Domestic Well",517857,4432596,"118558","0210439",880,"GAS",561032,2017-08-29,75.76,10.25,3.16,"MOL %",-51.48,"per mil",5.64951528709918,"Thermogenic",""
"48",754494,"Domestic Well",259165,4112447,"233446","9700479",180,"GAS",558035,2017-04-19,26.66,0.3,0.01,"MOL %",-47.02,"per mil",86,"Thermogenic",""
"49",755482,"Groundwater",531986,4467050,"304343","3677794A",NA,"GAS",565829,2018-03-12,65.6,7.55,2.61,"MOL %",-46.46,"per mil",6.45669291338583,"Thermogenic",""
"50",755481,"Groundwater",532053,4467109,"304344","3677794B",NA,"GAS",565841,2018-03-13,53.48,5.63,2.26,"MOL %",-47.58,"per mil",6.77820025348542,"Thermogenic",""
"51",758661,"Domestic Well",517435,4433103,"248570","0504902B",940,"GAS",606612,2019-02-28,78.79,10.84,3.22,"MOL %",-50.81,"per mil",5.60384068278805,"Thermogenic",""
"52",757464,"Domestic Well",527187,4432401,"308702","3685278",NA,"GAS",605011,2019-01-16,74.84,15.25,6.07,"MOL %",-50.73,"per mil",3.51031894934334,"Thermogenic",""
"53",760217,"Ground Water",243502,4107726,"176935","0365944",160,"GAS",602605,2018-11-07,74.85,6.26,3.21,"MOL %",-43.91,"per mil",7.9039070749736,"Thermogenic",""
"54",754070,"Domestic Well",519290,4436604,"79991","9065567",835,"GAS",550947,2016-06-14,56.32,1.04,0.55,"MOL %",-68.07,"per mil",35.4213836477987,"Mixed",""
"55",704221,"Domestic Well",273755,4372314,"259960",NA,300,"GAS",474291,2004-12-28,43.53,0.02,NA,"MOL %",-80.18,"per mil",NA,"Mixed",""
"56",706427,"Domestic Well",273787,4101023,"222449",NA,360,"GAS",469448,2008-01-22,NA,NA,NA,"MOL %",-61.73,"per mil",NA,"Mixed",""
"57",706261,"Ground Water",258450,4110300,"205300","0422669",396,"GAS",468979,2011-01-11,82.3,0.21,NA,"MOL %",-68.31,"per mil",NA,"Mixed",""
"58",703278,"Domestic Well",508191,4432761,"175612","0362081",724,"GAS",468252,2003-01-15,57.32,3.22,1.6,"MOL %",-60.2,"per mil",11.8921161825726,"Mixed",""
"59",706421,"Domestic Well",262743,4121078,"225015",NA,218,"GAS",469433,2008-01-24,NA,NA,NA,"MOL %",-70.34,"per mil",NA,"Mixed",""
"60",704669,"Domestic Well",508128,4433358,"239547",NA,680,"GAS",475442,2006-05-31,27.23,0.03,NA,"MOL %",-74.23,"per mil",NA,"Mixed",""
"61",704670,"Domestic Well",508139,4432569,"131570",NA,715,"GAS",475444,2006-05-31,44.22,0.04,NA,"MOL %",-72.1,"per mil",NA,"Mixed",""
"62",705167,"Ground Water",510380,4154887,"256504","0523307",607,"WATER",530527,2012-11-07,12.47,0.0092,3e-04,"MOL %",-40.74,"per mil",1312.63157894737,"Mixed",""
"63",705751,"Ground Water",538086,4441514,"268537",NA,810,"GAS",478436,2009-08-17,70.1,0.05,NA,"MOL %",-70.92,"per mil",NA,"Mixed",""
"64",705775,"Ground Water",531984,4432764,"176138",NA,960,"GAS",478471,2009-04-06,73.04,0.05,NA,"MOL %",-72.88,"per mil",NA,"Mixed",""
"65",705776,"Ground Water",527360,4443231,"2522249",NA,560,"GAS",478473,2009-03-31,46.5,0.04,NA,"MOL %",-72.91,"per mil",NA,"Mixed",""
"66",702121,"Ground Water",518778,4440833,"164715","0338229",650,"GAS",467534,1998-07-16,57.67,0.04,NA,"MOL %",-69.78,"per mil",NA,"Mixed",""
"67",707057,"Domestic Well",272147,4125898,"196899",NA,60,"GAS",469514,2005-07-27,66.28,0.05,0,"MOL %",-42.4,"per mil",1325.6,"Mixed",""
"68",705752,"Ground Water",516221,4448738,"212378","0433133B",487,"GAS",478438,2009-07-22,46.77,0.06,NA,"MOL %",-70.37,"per mil",NA,"Mixed",""
"69",703206,"Domestic Well",511357,4433289,"76216",NA,650,"GAS",468038,2000-05-12,25.44,0.02,NA,"MOL %",-72.92,"per mil",NA,"Mixed",""
"70",705938,"Domestic Well",246196,4121968,"39741",NA,292,"GAS",478829,2002-06-24,76.22,0.03,NA,"MOL %",-62.74,"per mil",NA,"Mixed",""
"71",706392,"Ground Water",265036,4120117,"149689",NA,125,"WATER",469370,2010-10-11,NA,NA,NA,"MOL %",-69.85,"per mil",NA,"Mixed",""
"72",706348,"Domestic Well",267449,4128935,"42176",NA,100,"GAS",469258,2005-11-10,26.26,0.0048,0,"MOL %",-54.3,"per mil",5470.83333333333,"Mixed",""
"73",703904,"Domestic Well",519601,4115962,"207004",NA,210,"GAS",465202,2004-04-27,8.12,NA,NA,"MOL %",-32.33,"per mil",NA,"Mixed",""
"74",704203,"Domestic Well",271902,4372746,"79730",NA,110,"GAS",474216,2006-03-08,52.67,0.02,NA,"MOL %",-73.14,"per mil",NA,"Mixed",""
"75",705931,"Domestic Well",247214,4121479,"222419",NA,340,"GAS",478790,2002-07-29,18.9,NA,NA,"MOL %",-64.44,"per mil",NA,"Mixed",""
"76",705320,"Domestic Well",531793,4113483,"234967",NA,200,"GAS",476496,2008-03-10,86.44,0.03,NA,"MOL %",-44.76,"per mil",NA,"Mixed",""
"77",705743,"Ground Water",521643,4155362,"192509","0393780",430,"GAS",478425,2009-06-09,11.49,NA,NA,"MOL %",-55,"per mil",NA,"Mixed",""
"78",705727,"Ground Water",511385,4156146,"66999","3626672",NA,"GAS",478360,2009-03-09,78.14,0.04,NA,"MOL %",-50.62,"per mil",NA,"Mixed",""
"79",705168,"Domestic Well",511395,4155736,"252931",NA,684,"GAS",475614,2007-07-06,96.19,0.02,NA,"MOL %",-50.08,"per mil",NA,"Mixed",""
"80",705662,"Ground Water",536455,4454484,"6569","9059631",57,"GAS",478254,2009-02-05,14.46,0.01,NA,"MOL %",-73.61,"per mil",NA,"Mixed",""
"81",752326,"Ground Water",265239,4133209,"45980","0395430",140,"GAS",531176,2012-12-12,51.11,0.0069,1e-04,"MOL %",-53.64,"per mil",7301.42857142857,"Mixed",""
"82",708075,"Ground Water",524477,4122274,"242392",NA,533,"GAS",450958,2011-04-11,77.28,0.01,NA,"MOL %",-61.69,"per mil",NA,"Mixed",""
"83",708074,"Ground Water",520969,4122260,"241293",NA,390,"GAS",531971,2012-07-10,12.4,0.0094,0.001,"MOL %",-52.85,"per mil",1192.30769230769,"Mixed",""
"84",703926,"Irrigation",277357,4373555,"167281",NA,153,"GAS",465622,2004-11-02,48.73,0.01,NA,"MOL %",-50.39,"per mil",NA,"Mixed",""
"85",706719,"Domestic Well",265183,4122343,"201061",NA,200,"WATER",477495,2010-07-20,NA,NA,NA,"MOL %",-63.93,"per mil",NA,"Mixed",""
"86",706211,"Ground Water",244726,4104884,"231383","9700356",240,"GAS",530306,2012-10-10,19.17,0.07,0.0018,"MOL %",-39.16,"per mil",266.991643454039,"Mixed",""
"87",705595,"Domestic Well",502646,4117933,"250313",NA,NA,"GAS",478101,2009-04-14,72.57,0.04,NA,"MOL %",-56.12,"per mil",NA,"Mixed",""
"88",704683,"Domestic Well",503370,4120596,"191638",NA,140,"GAS",475544,2010-10-20,2.35,0,0,"MOL %",-43,"per mil",Inf,"Mixed",""
"89",702990,"Ground Water",244514,4104834,"47716","0408961",155,"GAS",530349,2012-10-10,44.02,0.32,9e-04,"MOL %",-43.88,"per mil",137.176690557806,"Mixed",""
"90",703802,"Groundwater",530838,4427023,"53140","0453790B",1320,"GAS",464880,2002-12-31,63.07,0.05,NA,"MOL %",-72.09,"per mil",NA,"Mixed",""
"91",706625,"Domestic Well",263598,4124953,"228152",NA,130,"GAS",477319,2009-10-14,59.14,0.05,0,"MOL %",-51.93,"per mil",1182.8,"Mixed",""
"92",706145,"Domestic Well",274902,4125836,"201911",NA,275,"WATER",479499,2010-07-13,NA,NA,NA,"MOL %",-56.58,"per mil",NA,"Mixed",""
"93",705007,"Domestic Well",510862,4154566,"267694",NA,834,"GAS",473554,2009-05-09,65.74,0.03,NA,"MOL %",-51.73,"per mil",NA,"Mixed",""
"94",707184,"Domestic Well",518612,4116820,"153774",NA,198,"WATER",529983,2012-07-02,0.78,NA,NA,"MOL %",-10.8,"per mil",NA,"Mixed",""
"95",706320,"Domestic Well",263055,4113019,"261350",NA,175,"GAS",469183,2006-05-11,36.89,0.0036,0,"MOL %",-52.34,"per mil",10247.2222222222,"Mixed",""
"96",706188,"Domestic Well",264330,4103544,"222423",NA,340,"GAS",479677,2006-05-09,12.55,0.07,NA,"MOL %",-51.97,"per mil",NA,"Mixed",""
"97",707011,"Domestic Well",269259,4125129,"162424",NA,160,"GAS",477999,2006-04-11,40.51,0.0074,0,"MOL %",-48.93,"per mil",5474.32432432432,"Mixed",""
"98",707132,"Domestic Well",267478,4129073,"78303",NA,108,"GAS",469768,2005-11-10,33.85,NA,0,"MOL %",-48.21,"per mil",NA,"Mixed",""
"99",706197,"Domestic Well",262982,4112996,"156503",NA,125,"GAS",468701,2006-05-03,77.11,0.01,0,"MOL %",-47.57,"per mil",7711,"Mixed",""
"100",706212,"Domestic Well",244729,4104890,"231376",NA,NA,"GAS",468787,2005-03-01,71.64,0.22,0.01,"MOL %",-42.67,"per mil",311.478260869565,"Mixed",""
"101",707008,"Domestic Well",271720,4125299,"90712",NA,117,"GAS",477984,2005-07-20,58.43,0.03,0,"MOL %",-42.66,"per mil",1947.66666666667,"Mixed",""
"102",704233,"Domestic Well",528075,4122151,"254056",NA,600,"GAS",474539,2004-10-18,89.65,0.0069,NA,"MOL %",-47.67,"per mil",NA,"Mixed",""
"103",705454,"Domestic Well",511879,4154569,"169043",NA,210,"GAS",464022,2010-10-06,3.92,0.0015,0,"MOL %",-28.69,"per mil",2613.33333333333,"Mixed",""
"104",703282,"Domestic Well",509208,4433732,"214678",NA,700,"GAS",468305,2002-09-10,76.64,4.8,3.06,"MOL %",-56.62,"per mil",9.75063613231552,"Mixed",""
"105",705286,"Ground Water",510797,4155033,"238689","0486565",706,"GAS",476429,2008-12-08,86.96,0.05,NA,"MOL %",-49.28,"per mil",NA,"Mixed",""
"106",705376,"Domestic Well",521500,4132415,"198123",NA,394,"GAS",476607,2008-06-04,30.9,0.04,NA,"MOL %",-62.34,"per mil",NA,"Mixed",""
"107",705451,"Domestic Well",516169,4113941,"265323",NA,740,"WATER",464014,2008-08-21,NA,NA,NA,"MOL %",-56.39,"per mil",NA,"Mixed",""
"108",705732,"Domestic Well",509857,4119879,"268191",NA,147,"GAS",478369,2009-08-11,27.94,0.0076,NA,"MOL %",-56.64,"per mil",NA,"Mixed",""
"109",705760,"Domestic Well",537900,4441519,"268536",NA,740,"GAS",478451,2009-09-23,75.14,0.03,NA,"MOL %",-72.58,"per mil",NA,"Mixed",""
"110",705897,"Domestic Well",513553,4112970,"264663",NA,NA,"GAS",478696,2009-12-01,19.56,0.0024,9e-04,"MOL %",-51.1,"per mil",5927.27272727273,"Mixed",""
"111",705785,"Ground Water",528277,4442452,"197462","0402709",720,"GAS",478492,2009-03-24,74.92,0.08,NA,"MOL %",-69.64,"per mil",NA,"Mixed",""
"112",705795,"Ground Water",537089,4438472,"271914",NA,860,"GAS",478512,2009-04-02,75.11,0.06,NA,"MOL %",-72.06,"per mil",NA,"Mixed",""
"113",705796,"Ground Water",534650,4441524,"241718",NA,800,"GAS",478514,2009-04-02,75,0.05,NA,"MOL %",-72.2,"per mil",NA,"Mixed",""
"114",705781,"Ground Water",525607,4443962,"65559",NA,560,"GAS",478485,2009-04-02,74.39,0.1,NA,"MOL %",-69.03,"per mil",NA,"Mixed",""
"115",705782,"Ground Water",523599,4432022,"177718","0365182",384,"GAS",478486,2009-04-06,75.56,0.05,NA,"MOL %",-71.35,"per mil",NA,"Mixed",""
"116",705783,"Ground Water",538166,4441202,"233279",NA,710,"GAS",478488,2009-03-31,71.2,0.04,NA,"MOL %",-73.1,"per mil",NA,"Mixed",""
"117",705787,"Ground Water",523969,4432207,"212796",NA,1080,"GAS",478496,2009-04-02,75.44,0.11,NA,"MOL %",-68.47,"per mil",NA,"Mixed",""
"118",705163,"Domestic Well",514597,4165439,"210526",NA,320,"GAS",473825,2007-08-16,97.47,0.01,NA,"MOL %",-51.8,"per mil",NA,"Mixed",""
"119",705784,"Ground Water",527335,4441785,"264620",NA,600,"GAS",478490,2009-03-31,63.16,0.04,NA,"MOL %",-72.84,"per mil",NA,"Mixed",""
"120",705753,"Ground Water",516622,4444724,"203928",NA,460,"GAS",478440,2009-07-22,38.31,0.01,NA,"MOL %",-71.46,"per mil",NA,"Mixed",""
"121",705778,"Ground Water",530485,4443949,"237860","0477094",630,"GAS",478477,2009-03-24,66.27,0.04,NA,"MOL %",-72.86,"per mil",NA,"Mixed",""
"122",703550,"Domestic Well",509603,4433781,"212870","0434292",700,"WATER",464516,2002-11-22,NA,NA,NA,"MOL %",-70.35,"per mil",NA,"Mixed",""
"123",703551,"Domestic Well",509630,4434154,"185114","0379527",680,"GAS",464517,2002-11-22,29.76,0.03,NA,"MOL %",-69.35,"per mil",NA,"Mixed",""
"124",703858,"Domestic Well",527560,4107621,"201674",NA,520,"GAS",464951,2010-05-20,86.88,0.01,NA,"MOL %",-40.52,"per mil",NA,"Mixed",""
"125",703861,"Domestic Well",534463,4108234,"215055",NA,NA,"GAS",464957,2003-04-03,96.07,0.0096,NA,"MOL %",-46.79,"per mil",NA,"Mixed",""
"126",703920,"Domestic Well",271958,4372747,"79730",NA,110,"GAS",465421,2004-09-07,88.5,0.03,NA,"MOL %",-75.24,"per mil",NA,"Mixed",""
"127",703938,"Domestic Well",275645,4370057,"172179",NA,117,"GAS",465933,2004-06-02,19.13,0.0079,NA,"MOL %",-56.1,"per mil",NA,"Mixed",""
"128",703947,"Domestic Well",271861,4372061,"229034",NA,180,"GAS",466258,2005-08-02,6.42,0.0026,NA,"MOL %",-70.47,"per mil",NA,"Mixed",""
"129",704152,"Domestic Well",273296,4366862,"101409",NA,NA,"GAS",472278,2005-03-08,48.5,0.06,0,"MOL %",-39.24,"per mil",808.333333333333,"Mixed",""
"130",703863,"Ground Water",535154,4106818,"231257","0471574",NA,"GAS",464960,2003-04-03,97.08,0.03,NA,"MOL %",-44.64,"per mil",NA,"Mixed",""
"131",704679,"Domestic Well",508253,4422215,"14448",NA,1200,"GAS",475454,2006-07-31,54.65,0.38,0.29,"MOL %",-68.49,"per mil",81.5671641791045,"Mixed",""
"132",704770,"Ground Water",526462,4122651,"252269",NA,430,"GAS",458332,2006-12-07,41.8,0.01,NA,"MOL %",-71.47,"per mil",NA,"Mixed",""
"133",705008,"Ground Water",510863,4152763,"181278",NA,323,"GAS",473557,2007-06-09,37.49,0.01,NA,"MOL %",-48.5,"per mil",NA,"Mixed",""
"134",706209,"Ground Water",244631,4104683,"231382","9700355",160,"GAS",468744,2010-01-26,48.13,0.12,3e-04,"MOL %",-44.04,"per mil",400.083125519535,"Mixed",""
"135",706210,"Ground Water",244671,4104818,"231376","9700349",160,"GAS",468759,2009-02-03,23.4,0.07,0,"MOL %",-42.37,"per mil",334.285714285714,"Mixed",""
"136",704577,"Domestic Well",517170,4116907,"70974","9089421",200,"GAS",475285,2008-07-22,16.83,0.02,NA,"MOL %",-54.51,"per mil",NA,"Mixed",""
"137",704194,"Domestic Well",297596,4311961,"133476",NA,28,"GAS",474146,2004-07-27,66.13,0.47,0.01,"MOL %",-45.17,"per mil",137.770833333333,"Mixed",""
"138",704265,"Domestic Well",271265,4377427,"174222",NA,450,"GAS",474588,1995-01-31,80.62,NA,NA,"MOL %",-67.37,"per mil",NA,"Mixed",""
"139",705729,"Ground Water",570495,4447184,"218405","0445301",NA,"GAS",478363,2009-04-07,52.86,0.06,NA,"MOL %",-73.18,"per mil",NA,"Mixed",""
"140",703943,"Domestic Well",273627,4368630,"213134",NA,140,"GAS",466140,2004-04-26,NA,NA,NA,"MOL %",-57.65,"per mil",NA,"Mixed",""
"141",705748,"Ground Water",536006,4452084,"241989","0489310B",235,"GAS",478432,2009-06-11,54.55,0.05,NA,"MOL %",-72.12,"per mil",NA,"Mixed",""
"142",703884,"Domestic Well",517687,4483430,"226872","04600057",675,"GAS",465007,2004-06-23,10.94,0.08,NA,"MOL %",-39.64,"per mil",NA,"Mixed",""
"143",703928,"Domestic Well",275616,4372625,"241251",NA,140,"GAS",465745,2004-04-15,NA,NA,NA,"MOL %",-57.08,"per mil",NA,"Mixed",""
"144",706125,"Domestic Well",269730,4126210,"181264",NA,300,"GAS",479433,2009-05-27,21.88,0.01,NA,"MOL %",-44.28,"per mil",NA,"Mixed",""
"145",704151,"Domestic Well",272732,4365897,"224726",NA,NA,"GAS",472273,2007-06-26,65.8,0.0087,NA,"MOL %",-40.99,"per mil",NA,"Mixed",""
"146",704204,"Domestic Well",271958,4372747,"79730",NA,110,"GAS",474222,2004-09-21,46.29,0.01,NA,"MOL %",-74.7,"per mil",NA,"Mixed",""
"147",703548,"Domestic Well",518630,4434515,"220547","0450998",NA,"GAS",464508,2002-11-22,46.41,0.07,NA,"MOL %",-70.29,"per mil",NA,"Mixed",""
"148",703881,"Domestic Well",509314,4434112,"214568",NA,680,"GAS",464997,2002-09-27,27.53,0.02,NA,"MOL %",-72.02,"per mil",NA,"Mixed",""
"149",703903,"Domestic Well",517485,4113993,"249629",NA,630,"GAS",465200,2004-04-27,99.88,0.0045,NA,"MOL %",-47.2,"per mil",NA,"Mixed",""
"150",705028,"Ground Water",510177,4156271,"239657","0488917",614,"WATER",530528,2012-11-08,58.41,0.02,8e-04,"MOL %",-38.19,"per mil",2808.17307692308,"Mixed",""
"151",704237,"Domestic Well",531865,4106112,"189522",NA,480,"GAS",474552,2004-10-18,36.66,0.01,NA,"MOL %",-65.37,"per mil",NA,"Mixed",""
"152",705446,"Domestic Well",517128,4443912,"160720",NA,580,"GAS",464005,2009-09-02,57.14,0.09,NA,"MOL %",-71.16,"per mil",NA,"Mixed",""
"153",705501,"Domestic Well",521604,4156673,"259501",NA,NA,"GAS",464202,2007-09-18,55.62,0.01,NA,"MOL %",-62.92,"per mil",NA,"Mixed",""
"154",705507,"Ground Water",525409,4133298,"242139",NA,485,"GAS",464209,2007-09-17,99.12,0.03,NA,"MOL %",-53.16,"per mil",NA,"Mixed",""
"155",705573,"Domestic Well",522634,4439889,"29238",NA,700,"GAS",464275,2008-11-10,66.96,1.01,0.31,"MOL %",-69.72,"per mil",50.7272727272727,"Mixed",""
"156",706820,"Domestic Well",257542,4128557,"57880",NA,270,"GAS",477681,2009-04-23,15.02,0.03,0,"MOL %",-41.51,"per mil",500.666666666667,"Mixed",""
"157",706821,"Domestic Well",253306,4109419,"270043",NA,295,"GAS",477683,2009-05-19,89.54,0.64,0.05,"MOL %",-45.09,"per mil",129.768115942029,"Mixed",""
"158",705350,"Domestic Well",509657,4432003,"209163",NA,750,"GAS",476575,2007-08-31,43.03,0.03,NA,"MOL %",-72.81,"per mil",NA,"Mixed",""
"159",705345,"Domestic Well",529654,4448695,"104319",NA,360,"GAS",476569,2007-11-19,38.62,0.07,NA,"MOL %",-80.82,"per mil",NA,"Mixed",""
"160",705358,"Domestic Well",521275,4448977,"80798","9065592",482,"GAS",476586,2007-10-18,52.84,0.04,NA,"MOL %",-73.92,"per mil",NA,"Mixed",""
